officer_name,officer_title,transaction_code,transaction_type,transaction_date,shares,price_per_share,security_title
HUANG JEN HSUN,President and CEO,S,SELL,2025-09-23,14521,178.7289,Common Stock
HUANG JEN HSUN,President and CEO,S,SELL,2025-09-23,34118,179.9253,Common Stock
HUANG JEN HSUN,President and CEO,S,SELL,2025-09-23,10176,180.6754,Common Stock
HUANG JEN HSUN,President and CEO,S,SELL,2025-09-23,1959,181.6744,Common Stock
HUANG JEN HSUN,President and CEO,S,SELL,2025-09-24,9548,176.1223,Common Stock
HUANG JEN HSUN,President and CEO,S,SELL,2025-09-24,29827,176.963,Common Stock
HUANG JEN HSUN,President and CEO,S,SELL,2025-09-24,20588,178.2274,Common Stock
HUANG JEN HSUN,President and CEO,S,SELL,2025-09-24,14767,178.9312,Common Stock
HUANG JEN HSUN,President and CEO,S,SELL,2025-09-24,270,179.61,Common Stock
Drell Persis,,S,SELL,2025-09-19,40000,177.653,Common Stock
STEVENS MARK A,,S,SELL,2025-09-19,350000,176.3923,Common Stock
JONES HARVEY C,,S,SELL,2025-09-18,250000,176.2148,Common Stock
Robertson Donald F Jr,Principal Accounting Officer,F,BUY,2025-09-17,7287,174.88,Common Stock
Robertson Donald F Jr,Principal Accounting Officer,S,SELL,2025-09-19,2611,176.1107,Common Stock
Robertson Donald F Jr,Principal Accounting Officer,S,SELL,2025-09-19,889,177.1351,Common Stock
Teter Timothy S.,"EVP, General Counsel and Sec",F,BUY,2025-09-17,37090,174.88,Common Stock
Shoquist Debora,"EVP, Operations",F,BUY,2025-09-17,36333,174.88,Common Stock
Puri Ajay K,"EVP, Worldwide Field Ops",F,BUY,2025-09-17,38988,174.88,Common Stock
Kress Colette,EVP & Chief Financial Officer,F,BUY,2025-09-17,43100,174.88,Common
Kress Colette,EVP & Chief Financial Officer,S,SELL,2025-09-19,17113,175.9887,Common
Kress Colette,EVP & Chief Financial Officer,S,SELL,2025-09-19,9890,176.705,Common
Kress Colette,EVP & Chief Financial Officer,S,SELL,2025-09-19,3497,177.5454,Common
Kress Colette,EVP & Chief Financial Officer,S,SELL,2025-09-19,5591,175.9888,Common
Kress Colette,EVP & Chief Financial Officer,S,SELL,2025-09-19,3282,176.7038,Common
Kress Colette,EVP & Chief Financial Officer,S,SELL,2025-09-19,1127,177.5504,Common
Kress Colette,EVP & Chief Financial Officer,S,SELL,2025-09-19,5541,175.9896,Common
Kress Colette,EVP & Chief Financial Officer,S,SELL,2025-09-19,3374,176.7002,Common
Kress Colette,EVP & Chief Financial Officer,S,SELL,2025-09-19,1085,177.5567,Common
HUANG JEN HSUN,President and CEO,F,BUY,2025-09-17,40163,174.88,Common Stock
HUANG JEN HSUN,President and CEO,S,SELL,2025-09-17,8476,169.0944,Common Stock
HUANG JEN HSUN,President and CEO,S,SELL,2025-09-17,36268,170.0055,Common Stock
HUANG JEN HSUN,President and CEO,S,SELL,2025-09-17,26423,170.831,Common Stock
HUANG JEN HSUN,President and CEO,S,SELL,2025-09-17,2084,171.6902,Common Stock
HUANG JEN HSUN,President and CEO,S,SELL,2025-09-17,1749,172.7643,Common Stock
HUANG JEN HSUN,President and CEO,S,SELL,2025-09-18,10025,173.6174,Common Stock
HUANG JEN HSUN,President and CEO,S,SELL,2025-09-18,8875,174.6436,Common Stock
HUANG JEN HSUN,President and CEO,S,SELL,2025-09-18,16442,175.6291,Common Stock
HUANG JEN HSUN,President and CEO,S,SELL,2025-09-18,39658,176.4828,Common Stock
HUANG JEN HSUN,President and CEO,S,SELL,2025-09-19,41271,175.9742,Common Stock
HUANG JEN HSUN,President and CEO,S,SELL,2025-09-19,23070,176.7031,Common Stock
HUANG JEN HSUN,President and CEO,S,SELL,2025-09-19,10659,177.5414,Common Stock
Neal Stephen C,,S,SELL,2025-09-12,28000,177.5837,Common Stock
HUANG JEN HSUN,President and CEO,S,SELL,2025-09-12,14247,177.249,Common Stock
HUANG JEN HSUN,President and CEO,S,SELL,2025-09-12,60627,177.8291,Common Stock
HUANG JEN HSUN,President and CEO,S,SELL,2025-09-12,126,178.5309,Common Stock
HUANG JEN HSUN,President and CEO,S,SELL,2025-09-15,21401,175.2283,Common Stock
HUANG JEN HSUN,President and CEO,S,SELL,2025-09-15,11486,175.9436,Common Stock
HUANG JEN HSUN,President and CEO,S,SELL,2025-09-15,37193,177.3687,Common Stock
HUANG JEN HSUN,President and CEO,S,SELL,2025-09-15,4920,177.873,Common Stock
HUANG JEN HSUN,President and CEO,S,SELL,2025-09-16,36482,174.9819,Common Stock
HUANG JEN HSUN,President and CEO,S,SELL,2025-09-16,20335,176.0998,Common Stock
HUANG JEN HSUN,President and CEO,S,SELL,2025-09-16,17606,176.6007,Common Stock
HUANG JEN HSUN,President and CEO,S,SELL,2025-09-16,577,177.394,Common Stock
HUANG JEN HSUN,President and CEO,G,SELL,2025-09-15,1125000,0,Common Stock
STEVENS MARK A,,S,SELL,2025-09-11,200000,177.4701,Common Stock
STEVENS MARK A,,S,SELL,2025-09-12,297797,178.1899,Common Stock
HUANG JEN HSUN,President and CEO,S,SELL,2025-09-09,15516,167.479,Common Stock
HUANG JEN HSUN,President and CEO,S,SELL,2025-09-09,38757,168.3267,Common Stock
HUANG JEN HSUN,President and CEO,S,SELL,2025-09-09,11547,169.1468,Common Stock
HUANG JEN HSUN,President and CEO,S,SELL,2025-09-09,8519,170.2982,Common Stock
HUANG JEN HSUN,President and CEO,S,SELL,2025-09-09,661,170.9278,Common Stock
HUANG JEN HSUN,President and CEO,S,SELL,2025-09-10,10739,176.3138,Common Stock
HUANG JEN HSUN,President and CEO,S,SELL,2025-09-10,27517,177.2683,Common Stock
HUANG JEN HSUN,President and CEO,S,SELL,2025-09-10,29952,178.0036,Common Stock
HUANG JEN HSUN,President and CEO,S,SELL,2025-09-10,6792,178.8976,Common Stock
HUANG JEN HSUN,President and CEO,S,SELL,2025-09-11,32834,177.2235,Common Stock
HUANG JEN HSUN,President and CEO,S,SELL,2025-09-11,37975,177.8881,Common Stock
HUANG JEN HSUN,President and CEO,S,SELL,2025-09-11,1919,179.1302,Common Stock
HUANG JEN HSUN,President and CEO,S,SELL,2025-09-11,2272,179.7707,Common Stock
COXE TENCH,,G,SELL,2025-09-08,1000000,0,Common Stock
HUANG JEN HSUN,President and CEO,S,SELL,2025-09-04,22848,170.2439,Common Stock
HUANG JEN HSUN,President and CEO,S,SELL,2025-09-04,49673,170.8315,Common Stock
HUANG JEN HSUN,President and CEO,S,SELL,2025-09-04,2479,171.6465,Common Stock
HUANG JEN HSUN,President and CEO,S,SELL,2025-09-05,7088,164.801,Common Stock
HUANG JEN HSUN,President and CEO,S,SELL,2025-09-05,13692,165.6337,Common Stock
HUANG JEN HSUN,President and CEO,S,SELL,2025-09-05,42767,166.6611,Common Stock
HUANG JEN HSUN,President and CEO,S,SELL,2025-09-05,8624,167.5726,Common Stock
HUANG JEN HSUN,President and CEO,S,SELL,2025-09-05,2829,168.4531,Common Stock
HUANG JEN HSUN,President and CEO,S,SELL,2025-09-08,5006,168.2422,Common Stock
HUANG JEN HSUN,President and CEO,S,SELL,2025-09-08,15794,169.2876,Common Stock
HUANG JEN HSUN,President and CEO,S,SELL,2025-09-08,52820,169.9468,Common Stock
HUANG JEN HSUN,President and CEO,S,SELL,2025-09-08,1380,170.7167,Common Stock
HUDSON DAWN E,,S,SELL,2025-09-02,72000,170.6259,Common Stock
HUDSON DAWN E,,S,SELL,2025-09-03,18000,172,Common Stock
Shoquist Debora,"EVP, Operations",G,SELL,2025-08-29,55172,0,Common Stock
SEAWELL A BROOKE,,G,SELL,2025-08-29,1200000,0,Common Stock
Neal Stephen C,,G,SELL,2025-08-29,1700,0,Common Stock
HUANG JEN HSUN,President and CEO,S,SELL,2025-08-29,32488,173.8729,Common Stock
HUANG JEN HSUN,President and CEO,S,SELL,2025-08-29,34773,174.5759,Common Stock
HUANG JEN HSUN,President and CEO,S,SELL,2025-08-29,2860,175.436,Common Stock
HUANG JEN HSUN,President and CEO,S,SELL,2025-08-29,3509,176.7084,Common Stock
HUANG JEN HSUN,President and CEO,S,SELL,2025-08-29,1370,177.6669,Common Stock
HUANG JEN HSUN,President and CEO,S,SELL,2025-09-02,9391,167.8642,Common Stock
HUANG JEN HSUN,President and CEO,S,SELL,2025-09-02,23316,168.9946,Common Stock
HUANG JEN HSUN,President and CEO,S,SELL,2025-09-02,19876,169.8152,Common Stock
HUANG JEN HSUN,President and CEO,S,SELL,2025-09-02,17540,170.6894,Common Stock
HUANG JEN HSUN,President and CEO,S,SELL,2025-09-02,4877,171.7427,Common Stock
HUANG JEN HSUN,President and CEO,S,SELL,2025-09-03,16955,169.4812,Common Stock
HUANG JEN HSUN,President and CEO,S,SELL,2025-09-03,21785,170.4358,Common Stock
HUANG JEN HSUN,President and CEO,S,SELL,2025-09-03,32641,171.3282,Common Stock
HUANG JEN HSUN,President and CEO,S,SELL,2025-09-03,3619,172.1181,Common Stock
